id,text,label,Comments
35460,王毅说，中美元首旧金山会晤是中美关系史上的大事件，也是国际关系中的大事件，有利于推动中美关系朝着健康、稳定、可持续方向迈出步伐。习近平主席引领中美关系这艘巨轮穿越暗礁险滩从巴厘岛抵达旧金山，展现了大国领袖的政治担当和战略魄力。同时也要清醒看到，中美关系发展从来都不是一帆风顺的，仍然存在很多深层次、结构性问题，还有不少风险挑战需要共同应对。旧金山不是终点，而应该成为新的起点。中美关系能否巩固向好态势，关键在于美方能否遵信守诺，同中方相向而行，把两国元首达成的重要共识真正落到实处。明年是中美建交45周年。双方应当从旧金山再出发，推动中美关系持续改善发展，这符合两国人民利益愿望，也符合世界期待。,neutral,
35466,三、弘扬亚太合作初心,positive,
35472,习近平主席指出，中国式现代化是中国共产党领导的社会主义现代化。中国式现代化既有各国现代化的共同特征，更有基于中国国情的鲜明特色。习近平主席强调，我们致力于团结奋斗，让14亿多中国人一起迈向现代化；致力于共同富裕，让每一个中国人都过上美好生活；致力于全面发展，让人的物质和精神世界同样富足；致力于永续发展，让人与自然和谐共生；致力于和平发展，推动构建人类命运共同体。这五个“致力于”通俗易懂、深入浅出阐释了中国式现代化的主要特征，让外界进一步了解了中国共产党的使命任务和中国的发展道路。,positive,
35478,2013年以来，习近平主席出席或主持历次亚太经合组织领导人非正式会议并发表重要讲话。从“亚太命运共同体”到“亚太梦想”，从“亚太伙伴关系”到“全方位互联互通蓝图”，中国理念、中国方案为亚太稳定繁荣持续作出贡献。,positive,
35484,亚太经合组织第二十九次领导人非正式会议开幕前一天，习近平主席应邀发表题为《坚守初心 共促发展 开启亚太合作新篇章》的书面演讲。,neutral,
35490,初心，就是造福亚太人民。从历史经验中汲取智慧，在百年变局中廓清迷雾，习主席鲜明提出：走和平发展之路，走开放包容之路，走和衷共济之路。,positive,
35496,从2013年强调牢固树立亚太命运共同体意识，到2014年倡导共建互信、包容、合作、共赢的亚太伙伴关系，再到2019年提出构建开放包容、创新增长、互联互通、合作共赢的亚太命运共同体；从2021年全面阐述构建亚太命运共同体深刻内涵，到2022年提出建设关于亚太未来发展与合作重大主张，中国始终高举构建亚太命运共同体旗帜，引领亚太合作方向。,positive,
35502,十年来，亚太地区共建“一带一路”硕果累累：印尼雅万高铁、泰中罗勇工业园、文莱摩拉港、马中关丹产业园……共同繁荣的图景更加清晰。,positive,
35508,携手推进高质量共建“一带一路”，促进亚太互联互通建设水平提升；倡议设立亚洲基础设施投资银行，为区域基础设施建设提供融资支持；高标准举办广交会、服贸会、消博会、链博会等国际展会，与各方携手谱写开放合作、互利共赢故事……中国坚持推进高水平对外开放，不断以中国新发展为亚太和世界提供新机遇，为推动建设开放型世界经济贡献中国力量。,positive,
35514,亚太是我们共同发展的空间，我们都是亚太这片大海中前行的风帆。,positive,
35520,视觉丨江雨航,neutral,
35526,中美关系是世界上最重要的双边关系。中美两国是全球前两大经济体，经济总量超过世界三分之一、人口总数占世界近四分之一、双边贸易额约占世界五分之一，双方利益交融十分紧密。中美能否确立正确相处之道，攸关世界和平发展和人类前途命运。,neutral,
35532,今年以来，中美关系历经曲折，教训需要汲取。无人飞艇事件、蔡英文“过境”窜美以及美方损害中方利益的错误言行，都严重偏离两国元首确定的轨道。,negative,
35538,这是2023年11月10日拍摄的音乐会现场。当日，“跨越半个世纪的友谊”——纪念费城交响乐团访华50周年音乐会在北京举行。新华社记者 申宏 摄,neutral,
35544,身处“世界又一次站在历史的十字路口”的关键时刻，基于“亚太地位更加重要、作用更加突出”的判断，中国再次发出构建亚太命运共同体的响亮声音。,positive,
35550,2022年11月23日，“复兴号”列车通过中老铁路元江特大桥（无人机照片）。新华社记者 胡超 摄,neutral,
35556,新加坡总理李显龙说，一个强大、友好的中国，将为地区和世界带来积极影响，也有利于帮助中小国家实现共同发展。,positive,
35562,以和平发展、互利合作、共同繁荣为目标，中国正持续以高质量发展推进中国式现代化，以高水平对外开放推动世界共同发展。,positive,
35568,“我们期待中国继续通过亚太经合组织领导人非正式会议等双多边平台，推动建设更加公正、包容、繁荣的世界。”肯尼亚国际问题学者卡文斯·阿德希尔说。,positive,
35574,文字记者：赵嫣、乔继红、刘赞,neutral,
35580,今年的北约峰会继续毫无根据地渲染所谓中国构成“系统性挑战”，并再次邀请个别亚太国家参加，充分暴露北约东进亚太的野心。北约之所以要东进亚太，亚太之所以面临北约化风险，根本原因就在于美国的推动。,negative,
35586,（作者为中国现代国际关系研究院副院长）,neutral,
35592,省领导沈丹阳以及来自政府部门、亚太电协会员单位、国际组织、驻华使领馆和国内外能源电力企业的代表出席会议。,neutral,
35598,韩志强表示，中国将一如既往致力于与世界各国和国际组织一道推进高质量“一带一路”建设，让“一带一路”更好造福世界各国和人民，希望各方要充分凝聚发展共识、要更好推动高质量发展、要坚定排除外部干扰携手共建，让“一带一路”真正成为世界人民实现美好生活的“幸福路”。中国将同国际社会一道，推动“一带一路”合作持续向前发展，继续以自身新发展为世界提供新机遇，为推动构建人类命运共同体增添新动能。,positive,
35604,圆桌会议上，代表们热议“一带一路”倡议10周年成果，探讨携手构建亚太命运共同体等话题。人民网记者 白元琪摄,neutral,
35610,今年是亚太经合组织首次领导人会议召开30周年，也是中国改革开放45周年。在这一特殊年份回望中国与亚太、中国与世界的关系，其中蕴含的历史启迪弥足珍贵。,positive,
35616,2022年11月，泰国曼谷。亚太经合组织工商领导人峰会会场三层水晶厅外，长方形展台前人头攒动。展台上摆放着习近平主席演讲稿中英泰3个语种版本。,positive,
35622,在书面演讲中，习近平主席倡导坚守亚太合作初心，并提出“筑牢和平发展的根基”“坚持以人民为中心的发展理念”等六点建议。,positive,
35628,《时政微观察》梳理发现，习近平主席多次在亚太经合组织平台上阐释构建亚太命运共同体理念，明晰宣示中国一直积极融入亚太区域合作，始终是亚太开放合作的推动者。,positive,
35634,根据亚洲开发银行发布的《2023年亚洲经济一体化报告》，今年上半年，亚太地区经济的复苏很大程度上得益于中国。中国对该地区的经济增长贡献率达64.2%。,positive,
35640,△2023年11月6日，参观者在第六届进博会国家展马来西亚展台欣赏展出的珠宝首饰。,neutral,
35646,△2023年10月23日，客商在广交会上选购工艺品。,neutral,
35652,执笔丨张亚楠,neutral,
35658,当前，世界进入新的动荡变革期，世界经济面临多重风险挑战。习近平主席提出共同打造亚太下一个“黄金三十年”，凸显中国对亚太地区发展的坚定信念。,positive,
35664,历经30年发展，亚太合作有开放包容的主旋律、共同发展的总目标、求同存异的好做法。更重要的是，作为亚太地区发展的重要动力源，中国经济韧性强、潜力足、回旋余地广，长期向好的基本面没有变也不会变，这无疑将为地区和世界发展注入信心、带来新动力。,positive,
35670,梳理习近平主席最近几年在亚太经合组织领导人非正式会议上的讲话，“创新”“开放”“绿色”“共享”是高频词。这表明，中方推动亚太地区发展始终有着清晰而明确的规划。,positive,
35676,回看过往，亚太地区能够成为世界经济增长中心、全球发展稳定之锚和合作高地，离不开地区成员共同的努力。,positive,
35682,监制：张旭东、冯俊扬,neutral,
35688,	比赛现场   海南省旅游和文化广电体育厅供图,neutral,
35694,当地时间11月16日，国家主席习近平向在旧金山举行的亚太经合组织工商领导人峰会发表题为《同心协力 共迎挑战 谱写亚太合作新篇章》的书面演讲。习近平主席强调“要秉持亚太经合组织初心”“推动亚太合作再出发”。,positive,
35700,开放合作，是世界繁荣发展的必由之路。在世界进入新的动荡变革期的时代背景下，习近平主席强调秉持亚太经合组织初心、牢记历史赋予我们的使命，正是对“亚太合作下一个30年将走向何方”这一新的时代之问给出的最好回答。,positive,
35706,亚太是我们安身立命之所，也是全球经济增长动力之源。如今，亚太经济规模占到全球总量的60%左右，对世界经济发展举足轻重。,positive,
35712,习近平主席热情地向世界发出合作邀请，希望亚太工商界弄潮儿弘扬“敢为天下先”的创新精神，同心协力谱写合作新篇章，令各方倍感振奋，为全球经济发展注入信心。,positive,
35718,视觉｜编辑：王秋韵、郝晓静,neutral,
35724,王毅说，今年年初以来，由于众所周知的原因，中美关系经历不少曲折，面临困难局面，这不符合两国人民利益和意愿。在双方共同努力下，中美关系近期出现止跌企稳势头。结合举办APEC会议，拜登总统向习近平主席发出一份举行元首会晤的单独邀请。美方特别表示，这是一场中美“峰会”，不同于本次APEC期间的双边会见安排。美国内各界和国际社会对此充满期待，普遍希望两国能够“重返巴厘岛、通往旧金山”。习近平主席审时度势，应邀赴约，再次在历史关头推动中美关系稳下来、好起来。,positive,
35730,国际舆论高度关注、积极评价，普遍认为元首之间面对面沟通至关重要，对稳定中美关系的作用无可替代，此次会晤展现了双方的积极意愿，取得重要成果，具有非凡意义，对于历经起伏的中美关系发挥了关键引领作用。拜登总统也连发五个推文，表示这是最具积极性和成果最重要的一次会晤。,positive,
35736,王毅说，从西雅图到旧金山，时隔8年，习近平主席同美国各界友好人士再次亲切互动，让我们深切感受到，中美友好的基础还在，交往的动力犹存，合作的前景可期。不论形势如何变化，中美人民交流合作的根本愿望不会改变，中美关系走向光明的未来必然依靠人民。习近平主席这次重要演讲必将激发两国人民更加积极投身中美友好事业，为中美关系实现稳定健康发展积聚更多正能量。此访同时体现出，重情尚义是中华民族的传统美德，也是中国外交的温暖底色。习近平主席既注重增进领导人友谊，又广交各界朋友，赋予中国特色大国外交情理相交、真诚亲和的风格。,positive,
35742,王毅说，在世界经济复苏乏力、不确定因素增多的背景下，外界高度关注中国作为全球主要经济体的表现，普遍期待中国继续发挥全球增长“动力源”和“稳定器”作用。此访期间，习近平主席向APEC工商领导人峰会发表书面演讲，并在多个场合向美国各界及APEC与会各方全面深入介绍中国式现代化的本质内涵及其世界意义。,positive,
35748,亚太经合组织成立已34年，首次亚太经合组织领导人非正式会议召开距今也已有30年。相较于金砖合作机制、二十国集团等多边机制，亚太经合组织成立时间更长、参与成员也较多。伴随时势变化，如今亚太经合组织发展动力何在，未来又将走向何方？,neutral,
35754,从目标的维度看——,neutral,
35760,中国的发展起步于亚太，得益于亚太，也贡献于亚太和世界。从中国加入亚太经合组织起，亚太经合组织便成为中国与亚太地区其他经济体开展互利合作、开展多边外交、展示中国国家形象的重要舞台，如今中国经济总量居世界第二。目前，中国仍是全球经济增长最大引擎，今年对全球经济增长的贡献将达到三分之一。,positive,
35766,立足亚太、造福亚太，新征程上的中国秉持亚太经合组织初心，携手各方合作共赢，必将为亚太乃至全世界共同发展不断作出新的更大贡献。,positive,
35772,新华社国内部、国际部联合制作,neutral,
35778,本次大会以“绿色低碳 电亮未来”为主题，为各方探讨能源转型、推动绿色发展提供了重要平台。亚太电协18个成员国和地区的政府和企业代表、国际组织代表、专家学者等2700余人参加会议。,neutral,
35784,	中国的发展受益于亚太，也用自身发展回馈亚太、造福亚太。回首过往，从携手高质量共建“一带一路”、为亚太互联互通建设搭建更广阔平台，到倡议设立亚洲基础设施投资银行和丝路基金、打造新型投融资平台；从捐款1000万美元用于支持亚太经合组织机制和能力建设，到举办进博会、消博会、服贸会等高水平开放展会，为亚太经济体提供更多商机……中国始终是亚太发展的贡献者、推动者、引领者。面向未来，习近平主席在书面演讲中深刻阐释中国式现代化的中国特色和实践要求，指出“我们坚定站在历史正确的一边，高举和平、发展、合作、共赢旗帜，在坚定维护世界和平与发展中谋求自身发展，又以自身发展更好维护世界和平与发展”。这充分彰显了中国作为负责任大国的责任担当，体现了中国以实际行动彰显扎根亚太、建设亚太、造福亚太的坚定信心和不变决心。,positive,
35790,	11月12日晚，国家主席习近平在北京以视频方式出席亚太经合组织第二十八次领导人非正式会议并发表重要讲话。这是中国共产党十九届六中全会胜利闭幕后，习近平主席首次出席重大多边活动。11日，习近平主席还应邀以视频方式向亚太经合组织工商领导人峰会发表主旨演讲。,neutral,
35796,	“习近平主席的讲话抓住了问题的关键。”中国国际问题研究院常务副院长阮宗泽表示，如果不能赢得抗击疫情的彻底胜利，亚太地区乃至世界范围内经济复苏的基础就不牢固，而抗击疫情则需要地区各经济体共同努力，坚定信心、沉着勇毅。,positive,
35802,	在疫情蔓延背景下，如何实现经济可持续复苏，如何统筹推进抗疫情、稳经济、保民生？,neutral,
35808,	今年是中国加入亚太经合组织30周年。“这30年，是中国深化改革、扩大开放的30年，也是亚太经济合作不断扩展的30年。”讲话中，习近平主席高度评价中国同亚太经合组织的合作。,positive,
35814,	这是11月3日拍摄的江苏省扬州市宝应县鲁垛镇5.28万千伏安风力发电项目（无人机照片）。新华社记者 李博 摄,neutral,
35820,	3月23日，智利交通和电信部长乌特（中）在首都圣地亚哥参观中国轨道列车，称赞这批车辆的到来是近年来智利“铁路发展最重要的里程碑之一”。新华社发（豪尔赫·比列加斯摄）,positive,
35826,	在此次领导人非正式会议期间，习近平主席结合2020年通过的《2040年亚太经合组织布特拉加亚愿景》，围绕到2040年建成开放、活力、强韧、和平的亚太共同体目标，进一步提出构建亚太命运共同体的四项重点工作，包括推动抗疫合作和经济复苏、构建开放型亚太经济、促进创新增长和数字经济发展、实现包容可持续发展。,positive,
35832,	8月23日，在墨西哥普埃布拉州乔卢拉市肿瘤消融医学中心，重庆海扶医疗的墨方合作医生向到访医生演示“海扶刀”治疗系统。新华社记者 朱雨博 摄,positive,
35838,	1月13日2时10分，我国在西昌卫星发射中心使用长征二号丙运载火箭，成功将亚太6E卫星发射升空，卫星顺利进入预定轨道，发射任务获得圆满成功。新华社发（刘光辉摄）,positive,
35844,“反映了亚太工商界的普遍心声”,neutral,
35850,	因应时代挑战，习近平主席在书面演讲中提出“筑牢和平发展的根基”“坚持以人民为中心的发展理念”“打造更高水平的开放格局”“实现更高层次的互联互通”“打造稳定畅通的产业链供应链”“推进经济优化升级”六点主张，为坚定推进亚太区域经济一体化、共同开拓发展新局面、构建亚太命运共同体凝聚了共识与合力。,positive,
35856,	泰国工业联合会副主席维拉猜在峰会现场第一时间研读了习近平主席的书面演讲，“中国式现代化必须走人与自然和谐共生的新路”等重要论述让他印象深刻。他说，中国式现代化很好地平衡了经济发展和生态文明之间的关系，“习近平主席强调共同构建人与自然生命共同体，对亚太及全球可持续发展具有重要启示意义”。,positive,
35862,	本届论坛是全面贯彻落实习近平主席亚太经合组织第二十九次领导人非正式会议中有关中小企业重要讲话精神的重要举措，论坛以“走专精特新之路，共育亚太包容可持续发展新动能”为主题，包括1场主论坛和8场平行论坛及对接会，通过线上线下相结合、深圳-北京两地会场连线互动的方式举办。本届论坛邀请了来自智利、印度尼西亚、日本、墨西哥、菲律宾、俄罗斯、新加坡和泰国等11个APEC成员经济体的政府部门官员、行业机构和商会、研究机构等代表、中小企业家参会，围绕专精特新、数字赋能、产教融合、企业出海、创新创业、低碳绿色、先进制造业以及高质量发展等重点议题，对促进亚太地区中小企业加快创新发展进行深入研讨。,positive,
35868,	在论坛开幕式上，工业和信息化部中小企业发展促进中心（中国中小企业国际合作协会）、深圳市工业和信息化局（深圳市中小企业服务局）和深圳市宝安区人民政府就APEC中小企业工商论坛长期落户深圳签署了战略合作协议；中国中小企业发展促进中心主任单立坡发布了《APEC中小企业发展合作报告（2022）》。,neutral,
35874,	　　5月12日，在美国洛杉矶市政厅，一对舞狮在亚太裔传统月庆祝活动上表演。新华社发（曾慧摄）,positive,
35880,（作者是中国国际问题研究院美国研究所助理研究员）,neutral,
35886,（作者是中国国际问题研究院美国研究所助理研究员）,neutral,
35892,来源：西南林业大学,neutral,
35898,《 人民日报 》（ 2022年11月19日 02 版）,neutral,
35904,　　（三）担当：“下一个‘中国’，还是中国”,neutral,
35910,在延链方面，亚太森博建成投产莱赛尔纤维项目，投资建设生活用纸和文化纸项目，带动周边地区纤维素纤维、特种纤维、纺织、无纺布等产业集群发展，也让公司在纵向产业链上的产品不断向下游延伸，附加值越来越高，盈利能力增强。,positive,
35916,为鼓励轻工企业做大做强，促进行业竞争力不断提升，推动轻工业高质量发展，本着严谨、公正、科学的原则，中国轻工业联合会组织开展了2022年度“中国轻工业二百强企业”统计评价工作。此次统计评价工作以企业自愿申报为基础，通过各轻工行业协会、省级工信委、省级轻工行业组织推荐以及重点企业数据直报四个渠道，组织企业参评。中国轻工业联合会对申报企业2022年度的营业收入利润总额、营业收入、利润率、税收占利税比重、研发投入及营业收入增速六项指标进行统计，按统一标准体系进行评价。,neutral,
35922,据介绍，论坛落户普洱，是亚太森林组织基于普洱拥有森林资源优势、地缘区位优势、平台基地优势、产业体系优势、地方政策优势和未来发展优势，在森林生态系统综合管理、林业可持续发展、生态保护与经济发展共赢等方面作出典型示范的权衡考虑，将为全球特别是亚太区域各经济体不断完善和调整林业政策和发展规划，更加关注发挥森林水库、粮库、碳库和钱库等功能，以应对气候变化、保护生物多样性、维护粮食安全和改善居民生活提供借鉴、积累经验、贡献智慧。（记者 廖智若愚）,positive,
35928,11月25日下午，亚太森博（山东）浆纸有限公司5.25兆瓦分布式光伏电站顺利并网发电，这是企业在低碳发展方面的又一大成就。项目由东亚电力新能源（南京）有限公司按照EMC合同能源管理模式（节能分享型）投资开发。,positive,
35934,	新华社记者,neutral,
35940,	这是2022年2月21日在美国首都华盛顿拍摄的白宫。新华社记者刘杰摄,neutral,
35946,	这是2022年8月4日在美国华盛顿拍摄的白宫。新华社记者刘杰摄,neutral,
35952,	韩国舆论对本国政府加入美日阵营表达了忧虑和质疑。《韩民族日报》警告，如果韩国卷入美国鼓动的“新冷战”，半岛周边安全风险将明显增加，韩国的安全态势将变得更不稳定。韩国前统一部长官李钟奭撰文指出，美国打着价值观旗号，宣称需要建立同盟级别的美日韩军事与政治合作，但韩国到底能从中得到什么让人怀疑。,negative,
35958,亚太6E卫星主要用于为东南亚地区提供高通量通信服务。,positive,
35964,　　文字记者：刘华、韩梁,neutral,
35970,本期解读：田甜 央广网评论员,neutral,
35976,	与会领导人表示，将大力支持人民公平获得安全、有效、质量保证和可负担的疫苗，决心让疫苗成为全球公共产品，继续致力于公平分配疫苗，扩大疫苗生产供应；将加快落实APEC《互联网和数字经济路线图》，加强数字基础设施，鼓励新技术运用，弥合数字鸿沟，努力构建开放、公平、包容的数字营商环境；将推进区域经济一体化，推进亚太自由贸易区建设；应采取切实行动进行有利于气候的全球经济转型，将继续共同努力，支持本地区的能源安全、韧性和可及性。,positive,
35982,亚太6E卫星作为新一代经济型全电推商业卫星，秉承高性能、高效率、高性价比的设计理念，是我国首颗全自主实现轨道转移的卫星，采用长二丙运载火箭发射后，由可分离独立推进舱变轨至中间轨道，分离后再由卫星自带霍尔、离子两套电推进系统自主变轨至同步轨道。,neutral,
35988,二十年来，亚太森博经过持续扩建，目前总投资已超过200亿元，拥有年产220万吨化学木浆、60万吨高档包装白卡纸板的能力，是全国最大的商品木浆生产企业，并改变了全国的造纸原料结构。不过从企业自身的产品结构来看，该企业生产的大部分木浆会运到其他造纸厂造纸，只有少部分在企业内部消化。而新的文化纸生活纸项目建成后，企业产品类别将实现从阔叶木浆、食品卡、液包等工业原料类产品到增加复印纸、面巾纸、餐巾纸、厨房用纸等终端消费产品的跨越。,neutral,
35994,习近平：当前，中国已经开启全面建设社会主义现代化国家新征程。中国将坚定不移扩大对外开放，同世界和亚太各成员分享中国发展机遇。,positive,
36000,中国互联网发展基金会中国正能量网络传播专项基金资助支持,neutral,
36006,	（2021年7月16日，北京）,neutral,
36012,	第二，深化区域经济一体化。开放融通是大势所趋。我们要推动贸易和投资自由化便利化，维护以世界贸易组织为核心的多边贸易体制。我们要拆墙而不要筑墙，要开放而不要隔绝，要融合而不要脱钩，引导经济全球化朝着更加开放、包容、普惠、平衡、共赢的方向发展。我们要加强宏观经济政策协调，抑制负面溢出效应，全面落实亚太经合组织互联互通蓝图，推动数字互联互通合作。我们要推进区域经济一体化，早日建成高水平亚太自由贸易区。中方已率先完成区域全面经济伙伴关系协定核准工作，期待协定年内正式生效。,neutral,
36018,	谢谢大家。,neutral,
36024,	宁波在桥牌运动上一直保持着较高的竞技水平，拥有世界冠军王文霏等为代表的特级大师6人，终身大师1人，部分队伍及个人曾多次获得全国冠军，多人在不同时期入选国家桥牌队。,neutral,
36030,山东省造纸行业协会副会长赵振东主持会议开幕式。山东省工信厅轻工纺织产业处副处长纪建富出席并讲话。中国造纸学会理事长曹振雷博士解读造纸产业“增品种、提品质、创品牌”的“三品”战略。齐鲁工业大学副校长、山东造纸学会理事长刘玉教授，宣读山东省造纸行业协会“双十”标杆企业。山东省轻工纺织工会主席卢飞为山东省造纸行业职工技能竞赛获奖选手颁发证书。齐鲁工业大学轻工学部党委书记、山东造纸学会秘书长孔凡功教授介绍了齐鲁工业大学生物基材料与绿色造纸国家重点实验室的研发创新成果。,neutral,
36036,	亚太6E卫星聚焦东南亚市场，为该地区提供高性价比的高通量宽带通信服务。,positive,
36042,5月22日，笔者来到亚太中心公交场站改造现场。在现场，施工人员正在对原本的公交车停车位黄线进行拆除作业。“根据我们的改造方案，首先将通过压缩公交场站面积的方式，腾出车道用于社会车辆通行，其次将对路口交通组织进行调整，设置三角渠化岛，前移车辆停止线和斑马线，规范行车流线，最后对路口信号灯进行精细化配时，优化亚太中心周边停车场出入交通。”南明区治堵办相关负责人何涛说道，通过本次改造升级，半山小镇往亚太中心方向道路通行效率将得到大幅提升，有效改善花果园区域道路拥堵情况。,positive,
36048,亚太经合组织是怎么来的？这个亚太地区层级最高、领域最广、最具影响力的经济合作机制是怎么运行的？我们来一图读懂——,neutral,
36054,摄影：宋晓刚 罗晓光 戚恒,neutral,
36060,	据了解，这是亚太区首席法官会议继2007年首次在港举行后，再度由香港主持。会议每2年举行一次，让亚太区一众首席法官透过这个平台讨论各司法管辖区共同关注的议题，互相分享经验，有助他们推动各自的司法制度进一步发展。,positive,
36066,亚太森博(山东)浆纸有限公司安全环保高级经理陈东现场介绍了公司绿色低碳高质量发展有关情况及绿泥、污泥资源化利用项目进展情况。,neutral,
36072,南方电网有限责任公司董事长孟振平在致辞中指出，实现碳达峰碳中和，能源是主战场，电力是主力军。近年来，南方电网公司全面落实“四个革命、一个合作”能源安全新战略，充分发挥电网的平台和纽带作用，推动构建绿色低碳的能源体系。绿色发展事关全球未来，南方电网愿与各位电力同仁一起，共同推动能源电力低碳转型，共同书写亚太地区能源国际合作新篇章。,positive,
36078,	很高兴同大家相聚在美丽的“天使之城”曼谷。这是新冠肺炎疫情发生以来我们首次在线下聚首。我谨对泰国政府特别是巴育总理为筹备本次会议作出的努力，表示衷心的感谢！,neutral,
36084,	第二，坚持开放包容，建设共同富裕的亚太。历史反复证明，开放包容、合作共赢才是人间正道。我们要坚持开放的区域主义，加强宏观经济政策协调，构建更加紧密的区域产业链供应链，推进贸易和投资自由化便利化，稳步推进区域经济一体化进程，早日建成高水平的亚太自由贸易区。我们要坚持发展为了人民、发展依靠人民、发展成果由人民共享，促进亚太全体人民共同富裕。中方愿同有关各方全面高质量实施《区域全面经济伙伴关系协定》，将继续推进加入《全面与进步跨太平洋伙伴关系协定》和《数字经济伙伴关系协定》，促进区域融合发展。明年，中方将考虑举办第三届“一带一路”国际合作高峰论坛，为亚太和全球发展繁荣注入新动力。,positive,
36090,	谢谢大家。,neutral,
36096,	亚太地区是全球最具增长活力和发展潜力的地区，是推动能源低碳转型和环境可持续发展的重要力量。海南省省长冯飞表示，海南高度重视清洁能源开发利用，全力打造千亿级风电产业集群，积极推动构建新型电力系统省级示范。海南正加快建设具有世界影响力的中国特色自贸港，希望未来进一步加强与亚太地区能源电力领域的务实合作，促进区域产业链、供应链、价值链深度融合。,positive,
36102,	习近平指出，当前，新冠肺炎疫情仍在全球蔓延，世界经济复苏艰难曲折。亚太地区应该勇担时代责任，发挥引领作用，坚定朝着构建亚太命运共同体目标迈进。,positive,
36108,	中国将坚定不移推进改革开放，为亚太经济发展提供助力。中国致力于推进高标准市场体系建设，推动重要领域和关键环节改革取得新进展，打造高水平、制度型对外开放格局，持续优化营商环境，打造统一开放、竞争有序的市场体系，不断夯实中国经济长远发展根基，并为亚太及全球工商界来华投资兴业提供更好保障。,positive,
36114,	第一，全力抗击疫情。越是困难时刻，越要坚定信心，越要沉着勇毅。面对这场事关人类前途命运的世纪考验，亚太各经济体和社会各界要坚持人民至上、生命至上，弘扬科学精神，团结一心，努力赢得抗击疫情的彻底胜利。,neutral,
36120,	中国将推进全面绿色转型，为亚太及全球生态文明建设作出贡献。中国将积极推进生态文明建设，坚定实施应对气候变化国家战略，统筹低碳转型和民生需要，如期实现碳达峰、碳中和目标。欢迎亚太工商界积极参与，共创绿色发展未来。,positive,
